Name,Exclusive secs,Inclusive secs,% Exclusive,% Inclusive,Module,Source File,Source Line
"[0000003B070C7101]",0,0.002504,0,0.00146813,"","",0
"[0000003C070C6E01]",0,0.0059977,0,0.00351653,"","",0
"[0000003C0712E901]",0,0.0020282,0,0.00118916,"","",0
"[0000003D070C6E01]",0,0.0025508,0,0.00149557,"","",0
"[000000D000000000]",0,1.45443,0,0.852752,"","",0
"[000000D000000001]",0,9.31792,0,5.46322,"","",0
"[000000D000000002]",0,0.311668,0,0.182735,"","",0
"[000000D000000040]",0,0.0020421,0,0.00119731,"","",0
"[000000D005BE398D]",0,0.0029655,0,0.00173871,"","",0
"[000000D01AB3E950]",0,0.276096,0,0.161879,"","",0
"[000000D01AB3E9D0]",0,0.100556,0,0.0589575,"","",0
"[000000D01AB3EA60]",0,0.0059722,0,0.00350158,"","",0
"[000000D01AB3EAE0]",0,0.103776,0,0.0608452,"","",0
"[000000D01AB3EB10]",0,0.0291838,0,0.0171108,"","",0
"[000000D01AB3EB20]",0,0.306417,0,0.179656,"","",0
"[000000D01AB3EB40]",0,0.0015073,0,0.00088375,"","",0
"[000000D01AB3EB60]",0,0.0222298,0,0.0130336,"","",0
"[000000D01AB3EB70]",0,0.0260597,0,0.0152791,"","",0
"[000000D01AB3EB90]",0,0.152442,0,0.0893787,"","",0
"[000000D01AB3EBE0]",0,0.0598719,0,0.0351037,"","",0
"[000000D01AB3EBF0]",0,0.0081053,0,0.00475224,"","",0
"[000000D01AB3EC01]",0,0.0366465,0,0.0214863,"","",0
"[000000D01AB3EC10]",0,0.268864,0,0.157638,"","",0
"[000000D01AB3EC30]",0,0.0089969,0,0.005275,"","",0
"[000000D01AB3EC70]",0,0.0050437,0,0.00295719,"","",0
"[000000D01AB3EC90]",0,0.102553,0,0.0601283,"","",0
"[000000D01AB3ECA0]",0,0.0030243,0,0.00177319,"","",0
"[000000D01AB3ECB0]",0,0.159639,0,0.0935984,"","",0
"[000000D01AB3ECC0]",0,0.0125375,0,0.0073509,"","",0
"[000000D01AB3ECE0]",0,0.393567,0,0.230753,"","",0
"[000000D01AB3ED20]",0,0.0101141,0,0.00593003,"","",0
"[000000D01AB3ED30]",0,0.0080714,0,0.00473237,"","",0
"[000000D01AB3ED40]",0,0.0030716,0,0.00180092,"","",0
"[000000D01AB3ED70]",0,0.0266014,0,0.0155967,"","",0
"[000000D01AB3ED90]",0,0,0,0,"","",0
"[000000D01AB3EDA0]",0,0.0085906,0,0.00503678,"","",0
"[000000D01AB3EDBC]",0,0.0060049,0,0.00352075,"","",0
"[000000D01AB3EDC0]",0,0.00596,0,0.00349443,"","",0
"[000000D01AB3EDE0]",0,0.531586,0,0.311676,"","",0
"[000000D01AB3EDF0]",0,0.0803711,0,0.0471226,"","",0
"[000000D01AB3EE01]",0,0.0050399,0,0.00295496,"","",0
"[000000D01AB3EE44]",0,0.0180356,0,0.0105745,"","",0
"[000000D01AB3EE50]",0,0.0100474,0,0.00589092,"","",0
"[000000D01AB3EE60]",0,0.246741,0,0.144668,"","",0
"[000000D01AB3EE98]",0,0.272954,0,0.160036,"","",0
"[000000D01AB3EEA0]",0,0.0835254,0,0.048972,"","",0
"[000000D01AB3EEA8]",0,0.132545,0,0.077713,"","",0
"[000000D01AB3EEB0]",0,0.0039308,0,0.00230468,"","",0
"[000000D01AB3EEF0]",0,0.0164748,0,0.00965939,"","",0
"[000000D01AB3EF01]",0,0.0200864,0,0.0117769,"","",0
"[000000D01AB3EF19]",0,0.0020639,0,0.00121009,"","",0
"[000000D01AB3EF40]",0,0.813135,0,0.476752,"","",0
"[000000D01AB3EF60]",0,0.0059773,0,0.00350457,"","",0
"[000000D01AB3EF70]",0,0.0180617,0,0.0105898,"","",0
"[000000D01AB3EF88]",0,0.140655,0,0.0824679,"","",0
"[000000D01AB3EFA8]",0,0.016631,0,0.00975097,"","",0
"[000000D01AB3EFB0]",0,0.0049942,0,0.00292816,"","",0
"[000000D01AB3EFB8]",0,0.007029,0,0.00412119,"","",0
"[000000D01AB3F050]",0,0.0351891,0,0.0206318,"","",0
"[000000D01AB3F098]",0,0.0079659,0,0.00467051,"","",0
"[000000D01AB3F328]",0,0.0020072,0,0.00117685,"","",0
"[000000D01AB3FA20]",0,0.0019984,0,0.00117169,"","",0
"[0000020600000000]",0,3.57354,0,2.09522,"","",0
"[0000020600000001]",0,0.515226,0,0.302083,"","",0
"[0000020600000002]",0,0.0044467,0,0.00260716,"","",0
"[0000020600000003]",0,0.196989,0,0.115497,"","",0
"[00000206036291B6]",0,0.0015389,0,0.000902277,"","",0
"[0000020605E2B8E4]",0,0.001544,0,0.000905267,"","",0
"[0000020607010000]",0,0.0049992,0,0.0029311,"","",0
"[00000206070102B4]",0,0.0431136,0,0.0252781,"","",0
"[00000206070102CC]",0,0.0020019,0,0.00117374,"","",0
"[00000206070B0000]",0,3.9086,0,2.29166,"","",0
"[00000206070B7810]",0,0.0053534,0,0.00313877,"","",0
"[00000206070B7840]",0,0.0336023,0,0.0197015,"","",0
"[00000206070B7844]",0,0.0132174,0,0.00774953,"","",0
"[00000206070B7846]",0,0.0030308,0,0.001777,"","",0
"[00000206070B7848]",0,0.0080355,0,0.00471132,"","",0
"[00000206070B7850]",0,0.0130417,0,0.00764652,"","",0
"[00000206070B7880]",0,0.019492,0,0.0114284,"","",0
"[00000206070B7884]",0,0.0059288,0,0.00347613,"","",0
"[00000206070B7890]",0,0.0050343,0,0.00295168,"","",0
"[00000206070B78C0]",0,0.0270717,0,0.0158725,"","",0
"[00000206070B78C4]",0,0.00504,0,0.00295502,"","",0
"[00000206070B78FD]",0,0.0241862,0,0.0141807,"","",0
"[00000206070B7950]",0,0.0189449,0,0.0111076,"","",0
"[00000206070B7978]",0,0.0025465,0,0.00149305,"","",0
"[00000206070B7980]",0,0.0533051,0,0.0312535,"","",0
"[00000206070B7984]",0,0.0223911,0,0.0131282,"","",0
"[00000206070B7988]",0,0.003,0,0.00175894,"","",0
"[00000206070B7990]",0,0.0129964,0,0.00761996,"","",0
"[00000206070B79C0]",0,0.0091885,0,0.00538734,"","",0
"[00000206070B79C4]",0,0.0076415,0,0.00448031,"","",0
"[00000206070B79D0]",0,0.0075605,0,0.00443282,"","",0
"[00000206070B79FD]",0,0.0355856,0,0.0208643,"","",0
"[00000206070B7A00]",0,0.0140484,0,0.00823676,"","",0
"[00000206070B7A04]",0,0.0055442,0,0.00325064,"","",0
"[00000206070B7AFD]",0,0.0086009,0,0.00504282,"","",0
"[00000206070B7B50]",0,0.0410771,0,0.024084,"","",0
"[00000206070B7B78]",0,0.0030237,0,0.00177283,"","",0
"[00000206070B7B7C]",0,0.00297,0,0.00174135,"","",0
"[00000206070B7B7D]",0,0.0019684,0,0.0011541,"","",0
"[00000206070B7B7F]",0,0.0051636,0,0.00302749,"","",0
"[00000206070B7B80]",0,0.110632,0,0.064865,"","",0
"[00000206070B7B84]",0,0.0255932,0,0.0150056,"","",0
"[00000206070B7B85]",0,0.0040042,0,0.00234771,"","",0
"[00000206070B7B87]",0,0.0030677,0,0.00179863,"","",0
"[00000206070B7B88]",0,0.0120828,0,0.0070843,"","",0
"[00000206070B7B90]",0,0.0060547,0,0.00354995,"","",0
"[00000206070B7BBC]",0,0.0090772,0,0.00532208,"","",0
"[00000206070B7BBF]",0,0.0030713,0,0.00180074,"","",0
"[00000206070B7BC0]",0,0.0197096,0,0.011556,"","",0
"[00000206070B7BC4]",0,0.0040552,0,0.00237762,"","",0
"[00000206070B7BC8]",0,0.00205,0,0.00120194,"","",0
"[00000206070B7BFD]",0,0.039901,0,0.0233945,"","",0
"[00000206070B7CD0]",0,0.0266011,0,0.0155966,"","",0
"[00000206070B7CFC]",0,0.010534,0,0.00617622,"","",0
"[00000206070B7CFD]",0,0.0030361,0,0.0017801,"","",0
"[00000206070B7D00]",0,0.12133,0,0.0711371,"","",0
"[00000206070B7D04]",0,0.0277072,0,0.0162451,"","",0
"[00000206070B7D08]",0,0.0111461,0,0.0065351,"","",0
"[00000206070B7D10]",0,0.0030103,0,0.00176498,"","",0
"[00000206070B7D38]",0,0.0019915,0,0.00116764,"","",0
"[00000206070B7D40]",0,0.0205198,0,0.012031,"","",0
"[00000206070B7D44]",0,0.0055822,0,0.00327292,"","",0
"[00000206070B7D47]",0,0.0025787,0,0.00151193,"","",0
"[00000206070B7D48]",0,0.0061183,0,0.00358724,"","",0
"[00000206070B7D50]",0,0.0040372,0,0.00236706,"","",0
"[00000206070B7D7C]",0,0.0030063,0,0.00176263,"","",0
"[00000206070B7D80]",0,0.0205184,0,0.0120302,"","",0
"[00000206070B7D84]",0,0.0105776,0,0.00620178,"","",0
"[00000206070B7DED]",0,0.002547,0,0.00149334,"","",0
"[00000206070B7DFD]",0,0.0432647,0,0.0253667,"","",0
"[00000206070B7F90]",0,0.0581536,0,0.0340962,"","",0
"[00000206070B7FB8]",0,0.0070132,0,0.00411193,"","",0
"[00000206070B7FBC]",0,0.0045349,0,0.00265887,"","",0
"[00000206070B7FBD]",0,0.0055673,0,0.00326418,"","",0
"[00000206070B7FBE]",0,0.0025164,0,0.0014754,"","",0
"[00000206070B7FBF]",0,0.0095011,0,0.00557062,"","",0
"[00000206070B7FC0]",0,0.183388,0,0.107523,"","",0
"[00000206070B7FC4]",0,0.0351423,0,0.0206044,"","",0
"[00000206070B7FC5]",0,0.0035819,0,0.00210011,"","",0
"[00000206070B7FC6]",0,0.002004,0,0.00117497,"","",0
"[00000206070B7FC7]",0,0.002001,0,0.00117321,"","",0
"[00000206070B7FC8]",0,0.0166131,0,0.00974048,"","",0
"[00000206070B7FD0]",0,0.0065615,0,0.00384709,"","",0
"[00000206070B7FF8]",0,0.0014961,0,0.000877183,"","",0
"[00000206070B7FFD]",0,0.0498115,0,0.0292051,"","",0
"[00000206070B7FFF]",0,0.0029966,0,0.00175695,"","",0
"[00000206070B8000]",0,0.0161115,0,0.00944638,"","",0
"[00000206070B8004]",0,0.0064773,0,0.00379773,"","",0
"[00000206070B8010]",0,0.0141865,0,0.00831773,"","",0
"[00000206070B8040]",0,0.0212016,0,0.0124308,"","",0
"[00000206070B8044]",0,0.0030505,0,0.00178855,"","",0
"[00000206070B8050]",0,0.0029995,0,0.00175865,"","",0
"[00000206070B8080]",0,0.0250533,0,0.0146891,"","",0
"[00000206070B80FD]",0,0.0120752,0,0.00707985,"","",0
"[00000206070B8190]",0,0.0306865,0,0.0179919,"","",0
"[00000206070B81B8]",0,0.0075539,0,0.00442895,"","",0
"[00000206070B81BC]",0,0.0030016,0,0.00175988,"","",0
"[00000206070B81BE]",0,0.0025439,0,0.00149152,"","",0
"[00000206070B81BF]",0,0.0020096,0,0.00117825,"","",0
"[00000206070B81C0]",0,0.0850527,0,0.0498675,"","",0
"[00000206070B81C4]",0,0.0201403,0,0.0118085,"","",0
"[00000206070B81C6]",0,0.0040413,0,0.00236947,"","",0
"[00000206070B81C7]",0,0.002036,0,0.00119373,"","",0
"[00000206070B81C8]",0,0.0060773,0,0.0035632,"","",0
"[00000206070B81D0]",0,0.0100199,0,0.0058748,"","",0
"[00000206070B81F8]",0,0.0030455,0,0.00178562,"","",0
"[00000206070B81FD]",0,0.0266011,0,0.0155966,"","",0
"[00000206070B8200]",0,0.0181825,0,0.0106606,"","",0
"[00000206070B8204]",0,0.0029814,0,0.00174803,"","",0
"[00000206070B8208]",0,0.0030327,0,0.00177811,"","",0
"[00000206070B823E]",0,0.0030082,0,0.00176375,"","",0
"[00000206070B8240]",0,0.0115771,0,0.0067878,"","",0
"[00000206070B8244]",0,0.0106172,0,0.006225,"","",0
"[00000206070B8290]",0,0.0046105,0,0.0027032,"","",0
"[00000206070B82C0]",0,0.0641058,0,0.0375861,"","",0
"[00000206070B82C8]",0,0.001998,0,0.00117145,"","",0
"[00000206070B82ED]",0,0.0025628,0,0.0015026,"","",0
"[00000206070B82FD]",0,0.0165947,0,0.00972969,"","",0
"[00000206070B83D0]",0,0.0414073,0,0.0242776,"","",0
"[00000206070B83F8]",0,0.002998,0,0.00175777,"","",0
"[00000206070B8400]",0,0.0874622,0,0.0512802,"","",0
"[00000206070B8404]",0,0.0141302,0,0.00828472,"","",0
"[00000206070B8407]",0,0.0030419,0,0.00178351,"","",0
"[00000206070B8408]",0,0.0075913,0,0.00445088,"","",0
"[00000206070B84D0]",0,0.0214072,0,0.0125513,"","",0
"[00000206070B84F8]",0,0.0045456,0,0.00266514,"","",0
"[00000206070B84FC]",0,0.0029656,0,0.00173877,"","",0
"[00000206070B84FD]",0,0.0181856,0,0.0106625,"","",0
"[00000206070B8500]",0,0.0634052,0,0.0371753,"","",0
"[00000206070B8504]",0,0.0207348,0,0.0121571,"","",0
"[00000206070B8507]",0,0.0030069,0,0.00176298,"","",0
"[00000206070B8508]",0,0.0076359,0,0.00447703,"","",0
"[00000206070B8510]",0,0.0099826,0,0.00585293,"","",0
"[00000206070B8540]",0,0.0245026,0,0.0143662,"","",0
"[00000206070B8544]",0,0.0020059,0,0.00117609,"","",0
"[00000206070B8547]",0,0.0019964,0,0.00117052,"","",0
"[00000206070B8548]",0,0.0019964,0,0.00117052,"","",0
"[00000206070B85FD]",0,0.023649,0,0.0138657,"","",0
"[00000206070B8610]",0,0.0345626,0,0.0202645,"","",0
"[00000206070B8638]",0,0.0019978,0,0.00117134,"","",0
"[00000206070B863C]",0,0.0049914,0,0.00292652,"","",0
"[00000206070B863E]",0,0.0060446,0,0.00354403,"","",0
"[00000206070B863F]",0,0.0019981,0,0.00117151,"","",0
"[00000206070B8640]",0,0.0967792,0,0.0567429,"","",0
"[00000206070B8644]",0,0.0180825,0,0.010602,"","",0
"[00000206070B8646]",0,0.0029955,0,0.0017563,"","",0
"[00000206070B8647]",0,0.0065447,0,0.00383724,"","",0
"[00000206070B8648]",0,0.0125884,0,0.00738074,"","",0
"[00000206070B8650]",0,0.0115429,0,0.00676775,"","",0
"[00000206070B8678]",0,0.0055392,0,0.00324771,"","",0
"[00000206070B8680]",0,0.0303649,0,0.0178033,"","",0
"[00000206070B8684]",0,0.0103113,0,0.00604565,"","",0
"[00000206070B8690]",0,0.0161424,0,0.0094645,"","",0
"[00000206070B86C0]",0,0.015054,0,0.00882636,"","",0
"[00000206070B86C4]",0,0.0050014,0,0.00293239,"","",0
"[00000206070B86FD]",0,0.0444848,0,0.026082,"","",0
"[00000206070B8710]",0,0.0137738,0,0.00807576,"","",0
"[00000206070B873F]",0,0.0019992,0,0.00117216,"","",0
"[00000206070B8740]",0,0.0397294,0,0.0232939,"","",0
"[00000206070B8744]",0,0.0069968,0,0.00410231,"","",0
"[00000206070B8748]",0,0.0029992,0,0.00175847,"","",0
"[00000206070B8750]",0,0.0120695,0,0.0070765,"","",0
"[00000206070B8780]",0,0.0231483,0,0.0135721,"","",0
"[00000206070B8784]",0,0.0045727,0,0.00268103,"","",0
"[00000206070B87FD]",0,0.0105765,0,0.00620114,"","",0
"[00000206070B8E20]",0,0.0015073,0,0.00088375,"","",0
"[00000206070C0101]",0,0.0108869,0,0.00638313,"","",0
"[00000206070C0510]",0,0.0020072,0,0.00117685,"","",0
"[00000206070C6940]",0,0.123284,0,0.0722829,"","",0
"[00000206070C6968]",0,0.0040008,0,0.00234572,"","",0
"[00000206070C696C]",0,0.0099674,0,0.00584402,"","",0
"[00000206070C696E]",0,0.005575,0,0.0032687,"","",0
"[00000206070C6970]",0,0.109521,0,0.0642135,"","",0
"[00000206070C69BC]",0,0.0020034,0,0.00117462,"","",0
"[00000206070C69CC]",0,0.0020001,0,0.00117268,"","",0
"[00000206070C69E0]",0,0.0283183,0,0.0166034,"","",0
"[00000206070C69E2]",0,0.0070363,0,0.00412547,"","",0
"[00000206070C69E4]",0,0.0720808,0,0.0422619,"","",0
"[00000206070C69ED]",0,0.0116614,0,0.00683723,"","",0
"[00000206070C69F0]",0,0.219688,0,0.128806,"","",0
"[00000206070C69FD]",0,0.0409776,0,0.0240257,"","",0
"[00000206070C6A18]",0,0.0180558,0,0.0105864,"","",0
"[00000206070C6A1C]",0,0.0075382,0,0.00441974,"","",0
"[00000206070C6A1E]",0,0.0019934,0,0.00116876,"","",0
"[00000206070C6A1F]",0,0.0015466,0,0.000906792,"","",0
"[00000206070C6A20]",0,0.249209,0,0.146114,"","",0
"[00000206070C6A90]",0,0.0746239,0,0.043753,"","",0
"[00000206070C6A91]",0,0.0020066,0,0.0011765,"","",0
"[00000206070C6A93]",0,0.0060412,0,0.00354203,"","",0
"[00000206070C6A94]",0,0.126916,0,0.0744123,"","",0
"[00000206070C6AED]",0,0.0201892,0,0.0118372,"","",0
"[00000206070C6AFD]",0,0.10854,0,0.0636382,"","",0
"[00000206070C6B50]",0,0.155174,0,0.0909806,"","",0
"[00000206070C6B78]",0,0.0070013,0,0.00410495,"","",0
"[00000206070C6B7C]",0,0.0136885,0,0.00802575,"","",0
"[00000206070C6B7D]",0,0.004045,0,0.00237164,"","",0
"[00000206070C6B7E]",0,0.0070716,0,0.00414617,"","",0
"[00000206070C6B7F]",0,0.0060677,0,0.00355757,"","",0
"[00000206070C6B80]",0,0.120097,0,0.0704142,"","",0
"[00000206070C6BED]",0,0.0287183,0,0.0168379,"","",0
"[00000206070C6BF0]",0,0.0406669,0,0.0238435,"","",0
"[00000206070C6BF1]",0,0.002001,0,0.00117321,"","",0
"[00000206070C6BF3]",0,0.0055671,0,0.00326406,"","",0
"[00000206070C6BF4]",0,0.0707752,0,0.0414964,"","",0
"[00000206070C6BFD]",0,0.077938,0,0.0456961,"","",0
"[00000206070C6C00]",0,0.153385,0,0.0899316,"","",0
"[00000206070C6C28]",0,0.0090045,0,0.00527946,"","",0
"[00000206070C6C2C]",0,0.0090783,0,0.00532273,"","",0
"[00000206070C6C30]",0,0.0981047,0,0.0575201,"","",0
"[00000206070C6CA0]",0,0.0545721,0,0.0319963,"","",0
"[00000206070C6CA1]",0,0.0019979,0,0.00117139,"","",0
"[00000206070C6CA3]",0,0.0050129,0,0.00293913,"","",0
"[00000206070C6CA4]",0,0.0822179,0,0.0482054,"","",0
"[00000206070C6CB0]",0,0.0865469,0,0.0507436,"","",0
"[00000206070C6CDC]",0,0.00361,0,0.00211659,"","",0
"[00000206070C6CDD]",0,0.0055459,0,0.00325163,"","",0
"[00000206070C6CDF]",0,0.0020112,0,0.00117919,"","",0
"[00000206070C6CE0]",0,0.0868766,0,0.0509369,"","",0
"[00000206070C6CED]",0,0.0474865,0,0.027842,"","",0
"[00000206070C6CFD]",0,0.124606,0,0.0730583,"","",0
"[00000206070C6D4C]",0,0.0020368,0,0.0011942,"","",0
"[00000206070C6D50]",0,0.0187262,0,0.0109794,"","",0
"[00000206070C6D51]",0,0.0030498,0,0.00178814,"","",0
"[00000206070C6D54]",0,0.0446013,0,0.0261503,"","",0
"[00000206070C6E10]",0,0.117178,0,0.0687032,"","",0
"[00000206070C6E38]",0,0.0019812,0,0.0011616,"","",0
"[00000206070C6E3C]",0,0.0090607,0,0.00531241,"","",0
"[00000206070C6E3F]",0,0.0030382,0,0.00178134,"","",0
"[00000206070C6E40]",0,0.0634829,0,0.0372208,"","",0
"[00000206070C6EB0]",0,0.0300085,0,0.0175944,"","",0
"[00000206070C6EB2]",0,0.003003,0,0.0017607,"","",0
"[00000206070C6EB4]",0,0.0705893,0,0.0413874,"","",0
"[00000206070C6EC0]",0,0.0684142,0,0.0401121,"","",0
"[00000206070C6EE8]",0,0.0050808,0,0.00297894,"","",0
"[00000206070C6EEC]",0,0.0066262,0,0.00388503,"","",0
"[00000206070C6EED]",0,0.0341205,0,0.0200053,"","",0
"[00000206070C6EEE]",0,0.0030476,0,0.00178685,"","",0
"[00000206070C6EF0]",0,0.0574795,0,0.033701,"","",0
"[00000206070C6EFD]",0,0.0861336,0,0.0505012,"","",0
"[00000206070C6F60]",0,0.0231927,0,0.0135982,"","",0
"[00000206070C6F64]",0,0.0387299,0,0.0227078,"","",0
"[00000206070C6F70]",0,0.0335563,0,0.0196745,"","",0
"[00000206070C6F98]",0,0.0030727,0,0.00180156,"","",0
"[00000206070C6F9E]",0,0.0015497,0,0.000908609,"","",0
"[00000206070C6FA0]",0,0.0392076,0,0.0229879,"","",0
"[00000206070C6FED]",0,0.0030046,0,0.00176164,"","",0
"[00000206070C6FFD]",0,0.0151118,0,0.00886024,"","",0
"[00000206070C7010]",0,0.01556,0,0.00912303,"","",0
"[00000206070C7011]",0,0.002039,0,0.00119549,"","",0
"[00000206070C7014]",0,0.0180702,0,0.0105948,"","",0
"[00000206070C7020]",0,0.055792,0,0.0327116,"","",0
"[00000206070C704C]",0,0.0050894,0,0.00298398,"","",0
"[00000206070C704D]",0,0.0025777,0,0.00151134,"","",0
"[00000206070C704F]",0,0.0025117,0,0.00147264,"","",0
"[00000206070C7050]",0,0.048174,0,0.028245,"","",0
"[00000206070C709C]",0,0.0029658,0,0.00173889,"","",0
"[00000206070C70C0]",0,0.0236685,0,0.0138771,"","",0
"[00000206070C70C1]",0,0.0020449,0,0.00119895,"","",0
"[00000206070C70C4]",0,0.0267591,0,0.0156892,"","",0
"[00000206070C70D0]",0,0.0634008,0,0.0371727,"","",0
"[00000206070C70ED]",0,0.0135943,0,0.00797051,"","",0
"[00000206070C70FC]",0,0.0019992,0,0.00117216,"","",0
"[00000206070C70FD]",0,0.0287715,0,0.0168691,"","",0
"[00000206070C70FF]",0,0.0029673,0,0.00173977,"","",0
"[00000206070C7100]",0,0.0431698,0,0.025311,"","",0
"[00000206070C7170]",0,0.0266325,0,0.015615,"","",0
"[00000206070C7171]",0,0.0030355,0,0.00177975,"","",0
"[00000206070C7172]",0,0.0029661,0,0.00173906,"","",0
"[00000206070C7173]",0,0.0035581,0,0.00208616,"","",0
"[00000206070C7174]",0,0.0499151,0,0.0292659,"","",0
"[00000206070C7180]",0,0.058643,0,0.0343832,"","",0
"[00000206070C71AC]",0,0.0060097,0,0.00352357,"","",0
"[00000206070C71B0]",0,0.0265328,0,0.0155565,"","",0
"[00000206070C71ED]",0,0.0160546,0,0.00941302,"","",0
"[00000206070C71FD]",0,0.0873964,0,0.0512416,"","",0
"[00000206070C7220]",0,0.0357341,0,0.0209514,"","",0
"[00000206070C7224]",0,0.0250902,0,0.0147107,"","",0
"[00000206070C7230]",0,0.0476836,0,0.0279575,"","",0
"[00000206070C7260]",0,0.0291874,0,0.017113,"","",0
"[00000206070C72AC]",0,0.0030554,0,0.00179142,"","",0
"[00000206070C72D0]",0,0.0262401,0,0.0153849,"","",0
"[00000206070C72D2]",0,0.0020419,0,0.00119719,"","",0
"[00000206070C72D4]",0,0.0245792,0,0.0144111,"","",0
"[00000206070C72ED]",0,0.0142349,0,0.00834611,"","",0
"[00000206070C72FD]",0,0.0297039,0,0.0174158,"","",0
"[0000020607108ED8]",0,0.0020427,0,0.00119766,"","",0
"[0000020607112C80]",0,0.0019984,0,0.00117169,"","",0
"[0000020607112C8D]",0,0.0019984,0,0.00117169,"","",0
"[00000206071149F0]",0,0.441424,0,0.258813,"","",0
"[0000020607114A18]",0,0.0417328,0,0.0244685,"","",0
"[0000020607114A1C]",0,0.048728,0,0.0285699,"","",0
"[0000020607114A1D]",0,0.025103,0,0.0147182,"","",0
"[0000020607114A1E]",0,0.0334229,0,0.0195963,"","",0
"[0000020607114A1F]",0,0.0165613,0,0.00971011,"","",0
"[0000020607114A20]",0,1.12484,0,0.659506,"","",0
"[0000020607114A38]",0,0.224452,0,0.131599,"","",0
"[0000020607114A39]",0,0.0196209,0,0.011504,"","",0
"[0000020607114A3A]",0,0.0181407,0,0.0106361,"","",0
"[0000020607114A3B]",0,0.0106167,0,0.00622471,"","",0
"[0000020607114A3C]",0,0.0830129,0,0.0486715,"","",0
"[0000020607114A44]",0,0.0324436,0,0.0190221,"","",0
"[0000020607114A45]",0,0.002039,0,0.00119549,"","",0
"[0000020607114A46]",0,0.0020752,0,0.00121672,"","",0
"[0000020607114A48]",0,0.0041142,0,0.00241221,"","",0
"[0000020607114A50]",0,0.359595,0,0.210835,"","",0
"[0000020607114A78]",0,0.0448638,0,0.0263042,"","",0
"[0000020607114A7C]",0,0.0235444,0,0.0138044,"","",0
"[0000020607114A7D]",0,0.0060983,0,0.00357551,"","",0
"[0000020607114A7E]",0,0.0139676,0,0.00818939,"","",0
"[0000020607114A7F]",0,0.0189678,0,0.0111211,"","",0
"[0000020607114A80]",0,0.991037,0,0.581058,"","",0
"[0000020607114AA4]",0,0.322521,0,0.189098,"","",0
"[0000020607114AA5]",0,0.0210928,0,0.012367,"","",0
"[0000020607114AA6]",0,0.0066005,0,0.00386996,"","",0
"[0000020607114AA7]",0,0.002107,0,0.00123536,"","",0
"[0000020607114AA8]",0,0.0464542,0,0.0272367,"","",0
"[0000020607114AFD]",0,0.498653,0,0.292367,"","",0
"[0000020607114B70]",0,0.0424886,0,0.0249116,"","",0
"[0000020607114B98]",0,0.0120818,0,0.00708372,"","",0
"[0000020607114B9C]",0,0.0130229,0,0.0076355,"","",0
"[0000020607114B9E]",0,0.0081061,0,0.00475271,"","",0
"[0000020607114BA0]",0,0.138532,0,0.0812232,"","",0
"[0000020607114BB8]",0,0.0076528,0,0.00448694,"","",0
"[0000020607114BC4]",0,0.0218389,0,0.0128044,"","",0
"[0000020607114BC8]",0,0.0065803,0,0.00385812,"","",0
"[0000020607114BFD]",0,0.0298734,0,0.0175152,"","",0
"[000002060711AC7F]",0,0.0019984,0,0.00117169,"","",0
